prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
B,scales,can be wall-mounted or floor-standing,can be wall-mounted or floor-standing,1,20,0.05
B,scales,can display in pounds or kilograms,can display in pounds or kilograms,1,20,0.05
B,scales,can measure mass,can measure mass,1,20,0.05
B,scales,can measure small objects,can measure small objects,2,20,0.1
B,scales,can measure weight or mass,can measure weight or mass,6,20,0.3
B,scales,"can show different units (pounds, kilograms)","can show different units (pounds, kilograms)",1,20,0.05
B,scales,come in different sizes,come in different sizes,5,20,0.25
B,scales,come in various sizes,come in various sizes,7,20,0.35
B,scales,display readings in units like grams or pounds,display readings in units like grams or pounds,1,20,0.05
B,scales,display weight in units like pounds or kilograms,display weight in units like pounds or kilograms,2,20,0.1
B,scales,found in bathrooms,found in bathrooms,2,20,0.1
B,scales,found in doctor's offices,found in doctor's offices,1,20,0.05
B,scales,found in fish,found in fish,1,20,0.05
B,scales,found in grocery stores for produce,found in grocery stores for produce,1,20,0.05
B,scales,found in grocery stores for weighing produce,found in grocery stores for weighing produce,2,20,0.1
B,scales,found in kitchens,found in kitchens,4,20,0.2
B,scales,found in kitchens and bathrooms,found in kitchens and bathrooms,14,20,0.7
B,scales,have a display for readings,have a display for readings,1,20,0.05
B,scales,have a display for showing results,have a display for showing results,1,20,0.05
B,scales,have a display screen,have a display screen,1,20,0.05
B,scales,have a platform,have a platform,2,20,0.1
B,scales,have a platform or pan,have a platform or pan,2,20,0.1
B,scales,have a platform or tray,have a platform or tray,1,20,0.05
B,scales,measure weight or mass,measure weight or mass,1,20,0.05
B,scales,measured in pounds or kilograms,measured in pounds or kilograms,1,20,0.05
B,scales,measures weight in pounds or kilograms,measures weight in pounds or kilograms,1,20,0.05
B,scales,often has a display screen,often has a display screen,1,20,0.05
B,scales,often have a display,often have a display,1,20,0.05
B,scales,often have a display screen,often have a display screen,7,20,0.35
B,scales,often have a platform to stand on,often have a platform to stand on,1,20,0.05
B,scales,often used in kitchens,often used in kitchens,1,20,0.05
B,scales,often used in laboratories,often used in laboratories,2,20,0.1
B,scales,show weight in pounds or kilograms,show weight in pounds or kilograms,2,20,0.1
B,scales,some are portable,some are portable,5,20,0.25
B,scales,some have a dial or display screen,some have a dial or display screen,1,20,0.05
B,scales,some have a display screen,some have a display screen,1,20,0.05
B,scales,some have a platform to stand on,some have a platform to stand on,1,20,0.05
B,scales,some have batteries,some have batteries,1,20,0.05
B,scales,some have calibration options,some have calibration options,2,20,0.1
B,scales,some have calibration settings,some have calibration settings,1,20,0.05
B,scales,some have precision settings,some have precision settings,1,20,0.05
B,scales,some have tare function to reset zero point,some have tare function to reset zero point,1,20,0.05
B,scales,used for balancing items,used for balancing items,1,20,0.05
B,scales,used for weighing,used for weighing,3,20,0.15
B,scales,used for weighing objects,used for weighing objects,10,20,0.5
B,scales,used in fishing to weigh catches,used in fishing to weigh catches,2,20,0.1
B,scales,used in grocery stores,used in grocery stores,2,20,0.1
B,scales,used in grocery stores for produce,used in grocery stores for produce,1,20,0.05
B,scales,used in grocery stores to weigh produce,used in grocery stores to weigh produce,4,20,0.2
B,scales,used in jewelry making,used in jewelry making,4,20,0.2
B,scales,used in jewelry making to measure small weights,used in jewelry making to measure small weights,1,20,0.05
B,scales,used in kitchens for ingredients,used in kitchens for ingredients,1,20,0.05
B,scales,used in laboratories,used in laboratories,6,20,0.3
B,scales,used in laboratories for precise measurements,used in laboratories for precise measurements,7,20,0.35
B,scales,used in laboratories for precision,used in laboratories for precision,5,20,0.25
B,scales,used in medical offices,used in medical offices,1,20,0.05
B,scales,used in post offices,used in post offices,2,20,0.1
B,scales,used in postal offices,used in postal offices,1,20,0.05
B,scales,used in postal services,used in postal services,1,20,0.05
B,scales,used in postal services to weigh packages,used in postal services to weigh packages,5,20,0.25
B,scales,used to measure weight,used to measure weight,7,20,0.35
B,scales,used to weigh ingredients,used to weigh ingredients,1,20,0.05
B,scarf,can be colorful,can be colorful,1,20,0.05
B,scarf,can be decorative,can be decorative,2,20,0.1
B,scarf,can be fringed,can be fringed,1,20,0.05
B,scarf,can be fringed or tasselled,can be fringed or tasselled,1,20,0.05
B,scarf,can be knitted,can be knitted,9,20,0.45
B,scarf,can be knitted or woven,can be knitted or woven,9,20,0.45
B,scarf,can be long or short,can be long or short,18,20,0.9
B,scarf,can be made of wool,can be made of wool,12,20,0.6
B,scarf,can be silk,can be silk,4,20,0.2
B,scarf,can be stylish,can be stylish,5,20,0.25
B,scarf,can be tied in different ways,can be tied in different ways,1,20,0.05
B,scarf,can be used as a fashion accessory,can be used as a fashion accessory,3,20,0.15
B,scarf,can be used as a head covering,can be used as a head covering,1,20,0.05
B,scarf,can be used to cover the head,can be used to cover the head,3,20,0.15
B,scarf,can be used to hide a blemish,can be used to hide a blemish,3,20,0.15
B,scarf,can be worn for style,can be worn for style,1,20,0.05
B,scarf,can be worn in different styles,can be worn in different styles,1,20,0.05
B,scarf,can be worn in different ways,can be worn in different ways,1,20,0.05
B,scarf,can have patterns,can have patterns,5,20,0.25
B,scarf,can have patterns like stripes or checks,can have patterns like stripes or checks,1,20,0.05
B,scarf,can have patterns or designs,can have patterns or designs,1,20,0.05
B,scarf,comes in different lengths,comes in different lengths,1,20,0.05
B,scarf,comes in many colors,comes in many colors,13,20,0.65
B,scarf,comes in various colors,comes in various colors,6,20,0.3
B,scarf,keeps warm,keeps warm,1,20,0.05
B,scarf,keeps you warm,keeps you warm,12,20,0.6
B,scarf,made of fabric,made of fabric,7,20,0.35
B,scarf,made of soft material,made of soft material,1,20,0.05
B,scarf,often given as a gift,often given as a gift,9,20,0.45
B,scarf,often knitted or woven,often knitted or woven,2,20,0.1
B,scarf,often used in cold weather,often used in cold weather,2,20,0.1
B,scarf,often worn in cold weather,often worn in cold weather,2,20,0.1
B,scarf,provides warmth,provides warmth,6,20,0.3
B,scarf,sometimes given as a gift,sometimes given as a gift,1,20,0.05
B,scarf,sometimes used as a fashion accessory,sometimes used as a fashion accessory,1,20,0.05
B,scarf,sometimes used for religious purposes,sometimes used for religious purposes,1,20,0.05
B,scarf,sometimes used to cover the head,sometimes used to cover the head,4,20,0.2
B,scarf,used as a fashion accessory,used as a fashion accessory,12,20,0.6
B,scarf,used as an accessory,used as an accessory,2,20,0.1
B,scarf,used for fashion,used for fashion,2,20,0.1
B,scarf,used for warmth,used for warmth,1,20,0.05
B,scarf,used in cold weather,used in cold weather,10,20,0.5
B,scarf,used to cover the head,used to cover the head,1,20,0.05
B,scarf,worn around the neck,worn around the neck,20,20,1.0
B,scissors,can be dangerous,can be dangerous,1,20,0.05
B,scissors,can be decorative,can be decorative,1,20,0.05
B,scissors,can be left- or right-handed,can be left- or right-handed,1,20,0.05
B,scissors,can be left-handed,can be left-handed,9,20,0.45
B,scissors,can be left-handed or right-handed,can be left-handed or right-handed,7,20,0.35
B,scissors,can be made of metal,can be made of metal,7,20,0.35
B,scissors,can be safety scissors,can be safety scissors,6,20,0.3
B,scissors,can be safety scissors for children,can be safety scissors for children,1,20,0.05
B,scissors,can be safety scissors for kids,can be safety scissors for kids,2,20,0.1
B,scissors,can be small or large,can be small or large,1,20,0.05
B,scissors,can be used for crafting,can be used for crafting,1,20,0.05
B,scissors,come in different colors,come in different colors,1,20,0.05
B,scissors,come in different sizes,come in different sizes,17,20,0.85
B,scissors,common in offices and schools,common in offices and schools,1,20,0.05
B,scissors,cut paper,cut paper,1,20,0.05
B,scissors,cutting tool,cutting tool,1,20,0.05
B,scissors,found in kitchens,found in kitchens,3,20,0.15
B,scissors,found in kitchens and offices,found in kitchens and offices,3,20,0.15
B,scissors,found in offices,found in offices,4,20,0.2
B,scissors,found in offices and homes,found in offices and homes,2,20,0.1
B,scissors,have a finger loop,have a finger loop,1,20,0.05
B,scissors,have a pivot point,have a pivot point,4,20,0.2
B,scissors,have a safety lock,have a safety lock,1,20,0.05
B,scissors,left-handed option,left-handed option,1,20,0.05
B,scissors,made of metal,made of metal,6,20,0.3
B,scissors,metal construction,metal construction,2,20,0.1
B,scissors,often have a finger hole and thumb hole,often have a finger hole and thumb hole,1,20,0.05
B,scissors,often have a safety lock,often have a safety lock,1,20,0.05
B,scissors,often have finger holes,often have finger holes,3,20,0.15
B,scissors,often have metal construction,often have metal construction,1,20,0.05
B,scissors,often have plastic handles,often have plastic handles,1,20,0.05
B,scissors,often have rubber grips,often have rubber grips,1,20,0.05
B,scissors,often made of metal,often made of metal,4,20,0.2
B,scissors,often used in crafting,often used in crafting,1,20,0.05
B,scissors,often used in crafts,often used in crafts,4,20,0.2
B,scissors,pivot point,pivot point,9,20,0.45
B,scissors,pivoting joint,pivoting joint,2,20,0.1
B,scissors,safety scissors,safety scissors,1,20,0.05
B,scissors,sharp blades,sharp blades,20,20,1.0
B,scissors,some have spring-loaded handles,some have spring-loaded handles,1,20,0.05
B,scissors,sometimes have plastic handles,sometimes have plastic handles,1,20,0.05
B,scissors,sometimes have rubber grips,sometimes have rubber grips,2,20,0.1
B,scissors,sometimes have spring mechanisms,sometimes have spring mechanisms,1,20,0.05
B,scissors,two handles,two handles,20,20,1.0
B,scissors,used for crafting and sewing,used for crafting and sewing,1,20,0.05
B,scissors,used for cutting,used for cutting,19,20,0.95
B,scissors,used for paper,used for paper,1,20,0.05
B,scissors,used in crafting,used in crafting,4,20,0.2
B,scissors,used in crafts,used in crafts,6,20,0.3
B,scissors,used in crafts and sewing,used in crafts and sewing,2,20,0.1
B,scissors,used in offices,used in offices,2,20,0.1
B,scissors,used in offices and schools,used in offices and schools,3,20,0.15
B,scissors,used in sewing,used in sewing,1,20,0.05
B,scissors,various sizes,various sizes,2,20,0.1
B,scooter,available in various colors,available in various colors,1,20,0.05
B,scooter,battery-powered versions,battery-powered versions,1,20,0.05
B,scooter,can be battery-powered,can be battery-powered,1,20,0.05
B,scooter,can be electric,can be electric,2,20,0.1
B,scooter,can be folded,can be folded,4,20,0.2
B,scooter,can be folded for convenience,can be folded for convenience,1,20,0.05
B,scooter,can be folded for storage,can be folded for storage,6,20,0.3
B,scooter,can be manual or electric,can be manual or electric,3,20,0.15
B,scooter,can be manually pushed,can be manually pushed,3,20,0.15
B,scooter,can be rented for short periods,can be rented for short periods,1,20,0.05
B,scooter,can be rented for short trips,can be rented for short trips,2,20,0.1
B,scooter,can be rented for tourism,can be rented for tourism,1,20,0.05
B,scooter,can be ridden on sidewalks,can be ridden on sidewalks,1,20,0.05
B,scooter,can be ridden standing up,can be ridden standing up,1,20,0.05
B,scooter,can have a kickstand,can have a kickstand,1,20,0.05
B,scooter,can have a motor,can have a motor,3,20,0.15
B,scooter,comes in various colors,comes in various colors,1,20,0.05
B,scooter,comes in various sizes,comes in various sizes,1,20,0.05
B,scooter,common in cities,common in cities,1,20,0.05
B,scooter,common in urban areas,common in urban areas,4,20,0.2
B,scooter,compact and portable,compact and portable,2,20,0.1
B,scooter,compact design,compact design,1,20,0.05
B,scooter,folding mechanism,folding mechanism,3,20,0.15
B,scooter,foot platform,foot platform,7,20,0.35
B,scooter,footrest platform,footrest platform,8,20,0.4
B,scooter,fun to ride,fun to ride,1,20,0.05
B,scooter,handlebars,handlebars,1,20,0.05
B,scooter,handlebars for steering,handlebars for steering,8,20,0.4
B,scooter,has a bell,has a bell,2,20,0.1
B,scooter,has a bell or horn,has a bell or horn,1,20,0.05
B,scooter,has a kickstand,has a kickstand,3,20,0.15
B,scooter,has handlebars for steering,has handlebars for steering,3,20,0.15
B,scooter,has two wheels,has two wheels,5,20,0.25
B,scooter,kicks to move,kicks to move,3,20,0.15
B,scooter,lightweight,lightweight,2,20,0.1
B,scooter,manual propulsion,manual propulsion,3,20,0.15
B,scooter,may have a bell or horn,may have a bell or horn,1,20,0.05
B,scooter,may have a kickstand,may have a kickstand,1,20,0.05
B,scooter,may have a seat,may have a seat,1,20,0.05
B,scooter,often has a bell or horn,often has a bell or horn,1,20,0.05
B,scooter,often has a kickstand,often has a kickstand,1,20,0.05
B,scooter,often used by children,often used by children,11,20,0.55
B,scooter,often used for commuting,often used for commuting,1,20,0.05
B,scooter,often used for short distances,often used for short distances,1,20,0.05
B,scooter,often used in urban areas,often used in urban areas,1,20,0.05
B,scooter,pedal-powered or motorized,pedal-powered or motorized,1,20,0.05
B,scooter,popular among kids and teens,popular among kids and teens,1,20,0.05
B,scooter,popular among teenagers and young adults,popular among teenagers and young adults,1,20,0.05
B,scooter,popular in urban areas,popular in urban areas,1,20,0.05
B,scooter,popular with children,popular with children,1,20,0.05
B,scooter,popular with kids,popular with kids,2,20,0.1
B,scooter,popular with kids and adults,popular with kids and adults,1,20,0.05
B,scooter,portable,portable,6,20,0.3
B,scooter,portable and easy to carry,portable and easy to carry,2,20,0.1
B,scooter,powered by a small engine,powered by a small engine,1,20,0.05
B,scooter,powered by a small engine or battery,powered by a small engine or battery,1,20,0.05
B,scooter,powered by foot or motor,powered by foot or motor,3,20,0.15
B,scooter,powered by kicking or motor,powered by kicking or motor,2,20,0.1
B,scooter,powered versions exist,powered versions exist,1,20,0.05
B,scooter,requires balance,requires balance,1,20,0.05
B,scooter,riders stand on a platform,riders stand on a platform,1,20,0.05
B,scooter,small and portable,small and portable,5,20,0.25
B,scooter,small size,small size,10,20,0.5
B,scooter,sometimes used for recreation,sometimes used for recreation,1,20,0.05
B,scooter,steered using handlebars,steered using handlebars,1,20,0.05
B,scooter,steering handlebars,steering handlebars,6,20,0.3
B,scooter,two wheels,two wheels,15,20,0.75
B,scooter,used for personal transportation,used for personal transportation,2,20,0.1
