word_key,word_forms,n_occurrences,n_sources,roles,appears_as_critical_distractor,appears_as_list_word,source_papers,datasets,critical_distractor_for_lists,list_word_in_lists,associated_critical_items_when_list_word,mean_item_log_frequency_available,mean_item_BAS_to_critical_available,mean_item_FAS_from_critical_available,occurrences_json
lazy,Lazy,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::lazy,,,1.17,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::lazy"", ""critical_item"": ""Lazy"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
leader,Leader; leader,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::rule; roediger2001_55::king,king; rule,2.4856985621602252,0.034,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::rule"", ""critical_item"": ""Rule"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::king"", ""critical_item"": ""king"", ""role"": ""list_word"", ""position"": ""T14""}]"
leaf,Leaf; leaf,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::branch; roediger2001_55::cabbage,branch; cabbage,1.917440818315535,0.0,0.029,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::branch"", ""critical_item"": ""Branch"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cabbage"", ""critical_item"": ""cabbage"", ""role"": ""list_word"", ""position"": ""T8""}]"
leak,leak,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::pen,pen,2.71432975974523,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::pen"", ""critical_item"": ""pen"", ""role"": ""list_word"", ""position"": ""T4""}]"
learn,Learn,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::class,class,1.99,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::class"", ""critical_item"": ""Class"", ""role"": ""list_word"", ""position"": ""T1""}]"
lecture,Lecture,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::lecture,,,1.35,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::lecture"", ""critical_item"": ""Lecture"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
ledge,ledge,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::window,window,2.25527250510331,0.152,0.013,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::window"", ""critical_item"": ""window"", ""role"": ""list_word"", ""position"": ""T5""}]"
leg,leg,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::mutton,mutton,3.45984464238821,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::mutton"", ""critical_item"": ""mutton"", ""role"": ""list_word"", ""position"": ""T8""}]"
legs,legs,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::chair,chair,3.45270622651103,0.0,0.013,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::chair"", ""critical_item"": ""chair"", ""role"": ""list_word"", ""position"": ""T3""}]"
lemon,lemon,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::bitter,bitter,2.78816837114117,0.0,0.022,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bitter"", ""critical_item"": ""bitter"", ""role"": ""list_word"", ""position"": ""T7""}]"
less,Less,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::equal,equal,2.57,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::equal"", ""critical_item"": ""Equal"", ""role"": ""list_word"", ""position"": ""T1""}]"
lethargic,lethargic,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::slow,slow,1.23044892137827,0.142,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::slow"", ""critical_item"": ""slow"", ""role"": ""list_word"", ""position"": ""T2""}]"
letter,letter,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::pen,pen,3.62469453127208,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::pen"", ""critical_item"": ""pen"", ""role"": ""list_word"", ""position"": ""T15""}]"
lettuce,lettuce,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cabbage,cabbage,2.2405492482826,0.021,0.281,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cabbage"", ""critical_item"": ""cabbage"", ""role"": ""list_word"", ""position"": ""T2""}]"
liberty,Liberty; liberty,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::liberty,roediger2001_55::justice,justice,2.2647094628571454,0.113,0.021,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::liberty"", ""critical_item"": ""Liberty"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T6""}]"
lid,lid,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cup; roediger2001_55::stove,cup; stove,2.40140054078154,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cup"", ""critical_item"": ""cup"", ""role"": ""list_word"", ""position"": ""T6""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::stove"", ""critical_item"": ""stove"", ""role"": ""list_word"", ""position"": ""T10""}]"
light,Light; light,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::weak; roediger2001_55::lamp; roediger2001_55::soft,lamp; soft; weak,3.4770809698605536,0.01,0.3905,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::weak"", ""critical_item"": ""Weak"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::soft"", ""critical_item"": ""soft"", ""role"": ""list_word"", ""position"": ""T2""}]"
lighter,lighter,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lamp,lamp,2.66086547800387,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""list_word"", ""position"": ""T10""}]"
limb,Limb,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::branch,branch,1.05,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::branch"", ""critical_item"": ""Branch"", ""role"": ""list_word"", ""position"": ""T2""}]"
line,Line; line,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::bridge; roediger2001_55::long,bridge; long,3.2009252887171598,0.031,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::bridge"", ""critical_item"": ""Bridge"", ""role"": ""list_word"", ""position"": ""T4""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::long"", ""critical_item"": ""long"", ""role"": ""list_word"", ""position"": ""T13""}]"
linen,linen,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::shirt,shirt,2.17609125905568,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::shirt"", ""critical_item"": ""shirt"", ""role"": ""list_word"", ""position"": ""T14""}]"
lion,lion,1,1,critical_distractor,True,False,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,roediger2001_55::lion,,,2.89431606268444,,,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lion"", ""critical_item"": ""lion"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
lips,lips,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::whistle,whistle,3.20167017964658,0.0,0.024,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whistle"", ""critical_item"": ""whistle"", ""role"": ""list_word"", ""position"": ""T12""}]"
liquor,liquor,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::whiskey,whiskey,2.94596070357757,0.0,0.081,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whiskey"", ""critical_item"": ""whiskey"", ""role"": ""list_word"", ""position"": ""T4""}]"
list,List,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::fast,fast,2.04,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::fast"", ""critical_item"": ""Fast"", ""role"": ""list_word"", ""position"": ""T2""}]"
listen,Listen,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::peace,peace,1.91,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::peace"", ""critical_item"": ""Peace"", ""role"": ""list_word"", ""position"": ""T3""}]"
listless,listless,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::slow,slow,1.0,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::slow"", ""critical_item"": ""slow"", ""role"": ""list_word"", ""position"": ""T4""}]"
litter,litter,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::trash,trash,2.30319605742049,0.209,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trash"", ""critical_item"": ""trash"", ""role"": ""list_word"", ""position"": ""T15""}]"
live,Live,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::buy,buy,2.34,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::buy"", ""critical_item"": ""Buy"", ""role"": ""list_word"", ""position"": ""T4""}]"
loaf,Loaf; loaf,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::bread; roediger2001_55::bread,bread,1.564917741169945,0.552,0.051,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::bread"", ""critical_item"": ""Bread"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bread"", ""critical_item"": ""bread"", ""role"": ""list_word"", ""position"": ""T14""}]"
loan,Loan,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::bank,bank,1.31,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::bank"", ""critical_item"": ""Bank"", ""role"": ""list_word"", ""position"": ""T2""}]"
london,London,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::flower,flower,2.34,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::flower"", ""critical_item"": ""Flower"", ""role"": ""list_word"", ""position"": ""T2""}]"
long,Long; long,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,roediger2001_55::long,brainerd2020_120::bright,bright,3.7434937375653,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::bright"", ""critical_item"": ""Bright"", ""role"": ""list_word"", ""position"": ""T4""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::long"", ""critical_item"": ""long"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
lose,Lose,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::lose,,,1.86,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::lose"", ""critical_item"": ""Lose"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
loud,Loud; loud,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::ability; roediger2001_55::soft; roediger2001_55::whistle,ability; soft; whistle,2.761949135741254,0.1665,0.024,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::ability"", ""critical_item"": ""Ability"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::soft"", ""critical_item"": ""soft"", ""role"": ""list_word"", ""position"": ""T5""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whistle"", ""critical_item"": ""whistle"", ""role"": ""list_word"", ""position"": ""T15""}]"
lovely,lovely,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::beautiful,beautiful,3.68609977199592,0.182,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::beautiful"", ""critical_item"": ""beautiful"", ""role"": ""list_word"", ""position"": ""T6""}]"
low,low,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::high; roediger2001_55::long,high; long,3.47957531017499,0.3885,0.3275,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::high"", ""critical_item"": ""high"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::long"", ""critical_item"": ""long"", ""role"": ""list_word"", ""position"": ""T14""}]"
lunch,Lunch,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::church,church,0.77,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::church"", ""critical_item"": ""Church"", ""role"": ""list_word"", ""position"": ""T3""}]"
lungs,lungs,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::smoke,smoke,2.73319726510657,0.119,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::smoke"", ""critical_item"": ""smoke"", ""role"": ""list_word"", ""position"": ""T13""}]"
mad,mad,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::anger; roediger2001_55::bitter,anger; bitter,3.76230336328777,0.1965,0.206,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::anger"", ""critical_item"": ""anger"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bitter"", ""critical_item"": ""bitter"", ""role"": ""list_word"", ""position"": ""T10""}]"
