candidate_id,canonical_feature_text,human_feature,human_feature_retained,mapping_method
v4_4569779430f61fb0,may swarm in groups around food sources,,False,
v4_22b56f28579de3f9,may swarm in large numbers,,False,
v4_b6cd440a5a947c32,may swarm in large numbers during certain seasons,,False,
v4_460ccbb1767930ac,may symbolize elegance or effort,,False,
v4_a6e5990298c12c28,may symbolize hope or enlightenment in art,,False,
v4_55d2493fd33862c6,may use a ligature to secure the reed to the mouthpiece,,False,
v4_4f3b8cf28fbb208d,may use a pull cord for starting the engine,,False,
v4_f2b8b7b7b0df1497,may use a push handle for manual propulsion,,False,
v4_54e6d7f4b0c82efe,may use a separate propulsion system for forward movement,,False,
v4_8487ac8a9c11e86b,may use a trigger mechanism,,False,
v4_356188309cdb66a6,may use batteries for power,,False,
v4_9e6c14eda97e2098,may use belt-fed ammunition for continuous fire,,False,
v4_acfeb7f27e93e004,may use belt-fed ammunition for continuous operation,,False,
v4_789e3c89749574d2,may use belts or magazines for ammunition,,False,
v4_1762174573249620,may use burrows or dense vegetation for shelter and protection,,False,
v4_568a24b0f34695c4,may use camouflage to avoid predators or ambush prey,,False,
v4_364e0c65c77db998,may use helium or hydrogen as lifting gas,,False,
v4_c6835df1467e48ae,may use its pectoral fins to help stabilize its position,,False,
v4_a7fefaba938e82fe,may use its venom to subdue prey before swallowing it whole,,False,
v4_7b3e903bf21cc32f,may use multiple propellers for thrust and steering,,False,
v4_48b733ca458c3f14,may use propellers for forward movement,,False,
v4_a7d06d280c65c932,may use their pectoral fins to help with movement along the seafloor,,False,
v4_979c55619a955efc,may use their tails as a defensive weapon,,False,
v4_7f011d8a64bc80a9,may use their tongue to sense chemical cues in the environment,,False,
v4_c543106b00027921,may use tools to access food or solve problems,,False,
v4_7556d2db8fd1b3d5,may use vibrations to move through grass or leaves,,False,
v4_e7b126175e6b5105,may vary in intensity depending on time of day,,False,
v4_0dfa33ed8dc7d1d9,may vary in leg length from brief to full coverage,,False,
v4_e361cd7555d1528e,may vary in length from ankle to knee,,False,
v4_af65fa9eb7e2db77,may vary in length from full-length to capri,,False,
v4_868d48df3fc595cc,may vary in length from short to very long,,False,
v4_25c035f210f77b03,may vary in length from shorts to full-length,,False,
v4_becb1147ace98a66,"may vary in length, including shorts or long pants",,False,
v4_740df2e74fdd4fdd,may vary in size and number of jingles,,False,
v4_4a39eed255bf0c77,may vibrate when not properly balanced,,False,
v4_a5885f11d4963acc,maybug adults are nocturnal and attracted to light,,False,
v4_07101ed08f804e9d,maybug adults are nocturnal and attracted to light sources,,False,
v4_091917032a91872d,maybug adults can fly and are often seen in early summer,,False,
v4_f17149ad288883a4,"maybug adults have a distinctive, hairy body",,False,
v4_70616cf2ba14ab29,"maybug adults have a distinctive, hairy body and large size",,False,
v4_49db3ddb6148b5b4,"maybug adults have a distinctive, rounded body shape",,False,
v4_5e1325c17a0cc6ee,maybug adults have hardened forewings called elytra,,False,
v4_d3ebf2fc3f32b3d5,maybug belongs to the family melolonthidae,,False,
v4_15cd66351be42225,maybug belongs to the family scarabaeidae,,False,
v4_8d517e1fdd603321,maybug can be a pest in agricultural settings,,False,
v4_f2cbcd83726f27f1,maybug can be a pest in gardens and agricultural settings,,False,
v4_d1db7023af658e2e,maybug can be found in woodlands and gardens across europe,,False,
v4_9e04e5107f5aa215,maybug can fly and is often attracted to light sources at night,,False,
v4_d44fed97a2b39811,"maybug emerges in late spring, particularly in may",,False,
v4_c43b8c2b5b8640a1,maybug has a hard exoskeleton and distinctive antennae,,False,
v4_a63681903cf4f98f,maybug has a hard exoskeleton and elytra covering its wings,,False,
v4_f6da45f96df2fa8e,maybug has a hard exoskeleton typical of beetles,,False,
v4_1ea2b605af8a0139,maybug has a life cycle that includes both larval and adult stages,,False,
v4_9557c98df3b3961f,maybug has a life cycle that includes larval and adult stages,,False,
v4_d1a0f3c7f92163b4,maybug has wings and can fly,,False,
v4_c4e31e0d1b8532d1,"maybug has wings and can fly, though often clumsily",,False,
v4_89dc0ee7a8355d05,maybug is a type of beetle,,False,
v4_c53f126430a47e24,maybug is also known as the cockchafer,,False,
v4_35d5ed79bb2a6f48,maybug is found in europe and parts of asia,,False,
v4_1974b67e1538216e,maybug larvae feed on plant roots and can be pests in gardens,,False,
v4_90a561937f15b190,maybug larvae feed on plant roots in the soil,,False,
v4_388c2e47c9010305,"maybug larvae, called chafer grubs, feed on plant roots",,False,
v4_c8f02e6b8356d88f,maybugs are a food source for birds and bats,,False,
v4_89ee2898e32b5aff,maybugs are a type of beetle commonly known as cockchafers,,False,
v4_786652260523117b,maybugs are active during warm evenings,,False,
v4_5dd0e302d5e0f72d,maybugs are also known as cockchafers,,False,
v4_f7f3547a24b29faa,maybugs are attracted to flowers for nectar,,False,
v4_0901ef08b08c596b,maybugs are attracted to light sources at night,,False,
v4_90123bd5665fdc6e,maybugs are capable of flight but often prefer to walk or climb,,False,
v4_ecf4fb8fd7d121ae,maybugs are capable of making a hissing sound by rubbing their wings,,False,
v4_57bf9cb69d943aa0,maybugs are capable of short bursts of flight,,False,
v4_00acec59f33c6694,maybugs are commonly eaten by birds and bats,,False,
v4_d716af13dd44e579,maybugs are found in europe and parts of asia,,False,
v4_5e89311a75849ff3,maybugs are more active during warm evenings,,False,
v4_7f1d21f713fdf1de,"maybugs are more active during warm, humid evenings",,False,
v4_34e102f8be0108b6,maybugs are more common in certain years due to environmental factors,,False,
v4_968d988d93e0c207,maybugs are more common in rural and suburban areas,,False,
v4_1073bb14b2f54043,maybugs are more common in rural areas,,False,
v4_427e084cedb6374e,maybugs are nocturnal insects,,False,
v4_998922b222dc07d1,maybugs are often collected by entomologists,,False,
v4_4d543409633a9708,maybugs are often found near deciduous trees,,False,
v4_3b443a5b6d5e8aaf,maybugs are often seen flying around street lamps,,False,
v4_8fffef1d76a0cd37,maybugs are often seen in clusters on plants,,False,
v4_2fbd17af2528f943,maybugs are part of the insect order coleoptera,,False,
v4_68ebe1b74e2ef73f,maybugs are preyed upon by birds and bats,,False,
v4_d4be5cd3b9503334,maybugs are sometimes collected as food for pets like reptiles,,False,
v4_54e37c4758e90069,maybugs are sometimes used in traditional folk remedies,,False,
v4_645f7dfb28d738d1,maybugs are typically active during the spring and early summer,,False,
v4_570076ab17ee1107,maybugs are typically active during the spring and early summer months,,False,
v4_1bc00dc4b095be5c,maybugs can be a food source for birds,,False,
v4_bc2345e24d45c906,maybugs can be a nuisance in large numbers,,False,
v4_11bfc3f091eb816b,maybugs can be a nuisance in large numbers during their peak season,,False,
v4_bac7909b343a546d,maybugs can be a nuisance when present in large numbers,,False,
v4_5dc43a3262f003fc,maybugs can be a nuisance when they enter homes,,False,
v4_e05d3d6d5ea62d64,maybugs can be attracted to lights at night,,False,
v4_7e8eb3b784c64d63,maybugs can be caught using nets or traps,,False,
v4_3f477b29023d4ec6,maybugs can be collected by children for play or study,,False,
v4_b1523d0e7c332107,maybugs can be collected by entomologists for study,,False,
v4_7003ac37ef418e14,maybugs can be collected by shaking trees or bushes,,False,
v4_c30fa45937b446e3,maybugs can be collected for use as fishing bait,,False,
v4_93033c569c085d41,maybugs can be controlled using insecticides if they become pests,,False,
v4_fac1a479e1818a45,maybugs can be crushed to create a natural insect repellent,,False,
v4_aad713a2e2f88759,maybugs can be disturbed and take flight when approached,,False,
v4_faa5be03a4f46621,maybugs can be disturbed and take flight when plants are shaken,,False,
v4_93d44cb6a90fafe8,maybugs can be found in wooded areas and gardens,,False,
v4_23d0aa80e3d362dd,maybugs can be handled gently without causing harm,,False,
v4_eb78139e4742632f,maybugs can be identified by their distinctive appearance,,False,
v4_bcf14478259961c3,maybugs can be identified by their distinctive appearance and behavior,,False,
v4_32765f84d97ce291,maybugs can be kept in terrariums for observation,,False,
v4_5c42d0003ae968f9,maybugs can be observed and photographed by nature enthusiasts,,False,
v4_cffd233beba41736,maybugs can be observed in large swarms during mating season,,False,
v4_af0e3c9d737254fb,maybugs can be observed resting on plants and trees,,False,
v4_890a07f7eb2a5db0,maybugs can be observed resting on surfaces during the day,,False,
v4_ab953e1a29e8011f,maybugs can be observed to monitor environmental health,,False,
v4_c96d60f70897272b,maybugs can be preserved for educational purposes,,False,
v4_46d1ec2a813f68e2,maybugs can be preserved for scientific study,,False,
v4_4ad1652c71f99dbc,maybugs can be preserved in collections for educational purposes,,False,
v4_58a0fd57be1f1681,maybugs can be studied for their life cycle and behavior,,False,
v4_a334c0ffc297b744,maybugs can be used as a food source by some animals and humans,,False,
v4_1fd9a56814504d3d,maybugs can be used as bait for fishing,,False,
v4_f7982d1ff439c344,maybugs can be used as fishing bait,,False,
v4_4d9f0f8131b6155f,maybugs can be used in educational settings to teach about insect life cycles,,False,
v4_bf422f9d77b0beb0,maybugs can be used in educational settings to teach about insects,,False,
v4_a4b7611e7fda104b,maybugs can cause damage to crops and plants in their larval stage,,False,
v4_ca4e421748e869b0,maybugs can cause minor damage to foliage,,False,
v4_01ed87aab346f393,maybugs can cause minor damage to plants and trees,,False,
v4_68e024daf0becdbf,maybugs can cling to surfaces using their legs,,False,
v4_6ef7c60805c242d3,maybugs can emit a defensive odor when disturbed,,False,
v4_968397efbfe06674,maybugs can fly but are clumsy fliers,,False,
v4_68ba86d1c96781de,maybugs can fly but are often seen crawling on surfaces,,False,
v4_2b34b7e2b7541bd1,maybugs can fly but often crawl on surfaces,,False,
v4_bc1fe645a7d666b3,maybugs can fly during warm evenings,,False,
v4_f9d89ed1fc21fcc6,maybugs can fly short distances,,False,
v4_71b30a9f3ba33a51,maybugs can land on surfaces and cling to them,,False,
v4_bd9ddb487ba0bc06,maybugs can produce a buzzing sound while flying,,False,
v4_7226b22a08b7f5a8,maybugs can produce a hissing sound when disturbed,,False,
v4_0901b4dc1f1988f8,maybugs contribute to soil health through their larvae activity,,False,
v4_dcb551b6d3c9feb3,maybugs contribute to the ecosystem by breaking down organic matter,,False,
v4_31d762495df870f9,maybugs emerge in early summer,,False,
v4_ff6fcaf1a38c0d19,maybugs emit a defensive odor when threatened,,False,
v4_77ad0969cefaa753,maybugs emit a distinctive buzzing sound while flying,,False,
v4_76818d106f1ad9d5,maybugs feed on leaves and flowers,,False,
v4_781d8a090ddfabbd,maybugs feed on leaves and plant material,,False,
v4_dff90f57a7dee444,"maybugs have a distinctive flight pattern, often flying in a zigzag motion",,False,
v4_57a708d45172269a,"maybugs have a distinctive, oval-shaped body",,False,
v4_70bb9404c357d9fc,"maybugs have a distinctive, oval-shaped body and hard wing cases",,False,
v4_85ee635c2b992132,maybugs have a hard exoskeleton that protects their body,,False,
v4_4b3317f18b430e40,"maybugs have a hard, protective exoskeleton",,False,
v4_a0f6ae9be82bcc62,"maybugs have a hard, shiny exoskeleton that protects their body",,False,
v4_11c4c4c513f28bd0,"maybugs have a lifespan of about one year, but most of their life is spent as larvae",,False,
v4_f6cd977456ff8ff4,maybugs have a short adult lifespan,,False,
v4_f23d770f80e744da,"maybugs have a short adult lifespan, typically a few weeks",,False,
v4_ea6cf2f31f1d9b34,maybugs have a three-year life cycle,,False,
v4_f64c1d713a5a4a8a,maybugs have segmented antennae that are often as long as their body,,False,
v4_200da3122033658d,"maybugs have segmented bodies with distinct head, thorax, and abdomen sections",,False,
v4_2e7748919c378feb,maybugs lay eggs in soil,,False,
v4_cb333c458e7ec3e9,maybugs lay their eggs in soil,,False,
v4_d73b845a1759bcab,maybugs lay their eggs in soil or leaf litter,,False,
v4_150a73a58b089bea,"maybugs often fly in a clumsy, erratic pattern",,False,
v4_98499ae8baf4ab15,maybugs often fly in a zigzag pattern,,False,
v4_c062bded9cb34f43,maybugs often rest on tree trunks during the day,,False,
v4_a9fbf8e2045bf0ae,maybugs play a role in pollination and nutrient cycling in ecosystems,,False,
v4_b315ca84271f2802,maybugs play a role in pollination and soil aeration through their activities,,False,
v4_b81140f658bd2412,maybugs play a role in soil aeration through their burrowing activities,,False,
v4_0ce459c3f679e11d,maybugs produce a clicking sound when flying,,False,
v4_9b5ff4649b1f3950,maybugs produce a clicking sound when they fly,,False,
v4_f4bac2ec924f9ead,maybugs produce a hissing sound when disturbed,,False,
v4_e20c9df85272721c,maybugs serve as a food source for birds and other predators,,False,
v4_69791b7ef19ce249,"maybugs undergo complete metamorphosis, with stages including egg, larva, pupa, and adult",,False,
v4_591416db659e0e57,maybugs undergo incomplete metamorphosis,,False,
v4_45ae9566c0c993ea,"maybugs undergo incomplete metamorphosis, developing through nymph stages",,False,
v4_123640324fe9bde8,"maybugs undergo incomplete metamorphosis, developing through stages without a pupal phase",,False,
v4_1d9a6029fd54f9be,maybugs undergo metamorphosis from larvae to adults,,False,
