prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
B,synthesizer,electronic musical instrument,electronic musical instrument,14,20,0.7
B,synthesizer,evolved from analog to digital technology,evolved from analog to digital technology,1,20,0.05
B,synthesizer,features filters and effects,features filters and effects,1,20,0.05
B,synthesizer,features filters and envelopes,features filters and envelopes,8,20,0.4
B,synthesizer,generates sound using oscillators,generates sound using oscillators,4,20,0.2
B,synthesizer,generates sound waves,generates sound waves,7,20,0.35
B,synthesizer,generates sounds using oscillators,generates sounds using oscillators,9,20,0.45
B,synthesizer,has a keyboard interface,has a keyboard interface,1,20,0.05
B,synthesizer,has filters to shape sound,has filters to shape sound,4,20,0.2
B,synthesizer,has knobs and sliders,has knobs and sliders,1,20,0.05
B,synthesizer,has knobs and sliders for control,has knobs and sliders for control,2,20,0.1
B,synthesizer,may include midi capabilities,may include MIDI capabilities,1,20,0.05
B,synthesizer,may include sequencers and arpeggiators,may include sequencers and arpeggiators,1,20,0.05
B,synthesizer,often features midi connectivity,often features MIDI connectivity,1,20,0.05
B,synthesizer,often has a keyboard interface,often has a keyboard interface,16,20,0.8
B,synthesizer,often portable,often portable,1,20,0.05
B,synthesizer,often used for creating sound effects,often used for creating sound effects,1,20,0.05
B,synthesizer,often used in electronic music,often used in electronic music,2,20,0.1
B,synthesizer,often used in pop and electronic music,often used in pop and electronic music,1,20,0.05
B,synthesizer,popular in 1970s and 1980s music,popular in 1970s and 1980s music,2,20,0.1
B,synthesizer,popular in 1980s pop music,popular in 1980s pop music,4,20,0.2
B,synthesizer,popular in electronic music,popular in electronic music,1,20,0.05
B,synthesizer,popular in the 1980s,popular in the 1980s,2,20,0.1
B,synthesizer,popularized in the 1970s and 1980s,popularized in the 1970s and 1980s,1,20,0.05
B,synthesizer,produces analog or digital signals,produces analog or digital signals,1,20,0.05
B,synthesizer,requires midi input,requires MIDI input,1,20,0.05
B,synthesizer,software versions are common,software versions are common,1,20,0.05
B,synthesizer,software versions are common today,software versions are common today,1,20,0.05
B,synthesizer,software versions are widely available,software versions are widely available,1,20,0.05
B,synthesizer,used for creating sound effects,used for creating sound effects,4,20,0.2
B,synthesizer,used for creating soundscapes,used for creating soundscapes,1,20,0.05
B,synthesizer,used in electronic music,used in electronic music,4,20,0.2
B,synthesizer,used in electronic music production,used in electronic music production,7,20,0.35
B,synthesizer,used in film and video game soundtracks,used in film and video game soundtracks,2,20,0.1
B,synthesizer,used in film scoring,used in film scoring,5,20,0.25
B,synthesizer,used in film scoring and sound design,used in film scoring and sound design,7,20,0.35
B,synthesizer,used in live performances,used in live performances,1,20,0.05
B,synthesizer,used in pop and electronic music,used in pop and electronic music,2,20,0.1
B,synthesizer,used in studios and live performances,used in studios and live performances,2,20,0.1
B,synthesizer,used in various genres,used in various genres,1,20,0.05
B,synthesizer,used in various genres like pop and electronic,used in various genres like pop and electronic,1,20,0.05
B,synthesizer,uses analog or digital technology,uses analog or digital technology,1,20,0.05
B,synthesizer,uses oscillators,uses oscillators,3,20,0.15
B,synthesizer,uses oscillators and filters,uses oscillators and filters,1,20,0.05
B,synthesizer,utilizes filters to shape sound,utilizes filters to shape sound,2,20,0.1
B,synthesizer,utilizes oscillators and filters,utilizes oscillators and filters,1,20,0.05
B,t-shirt,available in different sizes,available in different sizes,4,20,0.2
B,t-shirt,available in different sizes and fits,available in different sizes and fits,1,20,0.05
B,t-shirt,available in various colors,available in various colors,1,20,0.05
B,t-shirt,available in various colors and designs,available in various colors and designs,2,20,0.1
B,t-shirt,available in various colors and sizes,available in various colors and sizes,1,20,0.05
B,t-shirt,can be a part of a uniform,can be a part of a uniform,1,20,0.05
B,t-shirt,can be a promotional item with logos or slogans,can be a promotional item with logos or slogans,1,20,0.05
B,t-shirt,can be part of a uniform,can be part of a uniform,2,20,0.1
B,t-shirt,can be printed with logos or messages,can be printed with logos or messages,2,20,0.1
B,t-shirt,can be sleeveless or short-sleeved,can be sleeveless or short-sleeved,1,20,0.05
B,t-shirt,"can be sleeveless, short-sleeved, or long-sleeved","can be sleeveless, short-sleeved, or long-sleeved",1,20,0.05
B,t-shirt,can be tailored or fitted,can be tailored or fitted,1,20,0.05
B,t-shirt,can be unisex,can be unisex,1,20,0.05
B,t-shirt,can be unisex or gender-specific,can be unisex or gender-specific,3,20,0.15
B,t-shirt,can be used for advertising or promotional purposes,can be used for advertising or promotional purposes,1,20,0.05
B,t-shirt,can be worn as a base layer,can be worn as a base layer,2,20,0.1
B,t-shirt,can be worn as a layer under other clothing,can be worn as a layer under other clothing,1,20,0.05
B,t-shirt,can be worn for exercise,can be worn for exercise,2,20,0.1
B,t-shirt,can have printed designs,can have printed designs,1,20,0.05
B,t-shirt,can have printed designs or logos,can have printed designs or logos,1,20,0.05
B,t-shirt,can have short or long sleeves,can have short or long sleeves,3,20,0.15
B,t-shirt,casual clothing item,casual clothing item,20,20,1.0
B,t-shirt,comes in various colors,comes in various colors,2,20,0.1
B,t-shirt,comes in various colors and designs,comes in various colors and designs,11,20,0.55
B,t-shirt,comes in various colors and sizes,comes in various colors and sizes,3,20,0.15
B,t-shirt,comfortable and breathable,comfortable and breathable,1,20,0.05
B,t-shirt,comfortable for everyday wear,comfortable for everyday wear,2,20,0.1
B,t-shirt,comfortable to wear,comfortable to wear,1,20,0.05
B,t-shirt,commonly used for advertising and promotion,commonly used for advertising and promotion,1,20,0.05
B,t-shirt,commonly used for advertising and promotions,commonly used for advertising and promotions,1,20,0.05
B,t-shirt,commonly used for advertising and slogans,commonly used for advertising and slogans,2,20,0.1
B,t-shirt,commonly used for advertising or slogans,commonly used for advertising or slogans,1,20,0.05
B,t-shirt,commonly used for advertising or statements,commonly used for advertising or statements,2,20,0.1
B,t-shirt,commonly used for everyday wear,commonly used for everyday wear,2,20,0.1
B,t-shirt,commonly used for promotional items,commonly used for promotional items,1,20,0.05
B,t-shirt,commonly used for sports and exercise,commonly used for sports and exercise,7,20,0.35
B,t-shirt,commonly used for sports and leisure,commonly used for sports and leisure,1,20,0.05
B,t-shirt,commonly used for sports and leisure activities,commonly used for sports and leisure activities,1,20,0.05
B,t-shirt,easy to wash and care for,easy to wash and care for,2,20,0.1
B,t-shirt,easy to wash and maintain,easy to wash and maintain,10,20,0.5
B,t-shirt,has a round neckline,has a round neckline,3,20,0.15
B,t-shirt,has short sleeves,has short sleeves,2,20,0.1
B,t-shirt,machine washable,machine washable,5,20,0.25
B,t-shirt,machine washable and easy to care for,machine washable and easy to care for,1,20,0.05
B,t-shirt,made of cotton or synthetic fabrics,made of cotton or synthetic fabrics,1,20,0.05
B,t-shirt,made of cotton or synthetic fibers,made of cotton or synthetic fibers,1,20,0.05
B,t-shirt,made of cotton or synthetic materials,made of cotton or synthetic materials,3,20,0.15
B,t-shirt,may feature printed designs or logos,may feature printed designs or logos,1,20,0.05
B,t-shirt,may feature prints or designs,may feature prints or designs,1,20,0.05
B,t-shirt,often features printed designs,often features printed designs,1,20,0.05
B,t-shirt,often features printed designs or logos,often features printed designs or logos,2,20,0.1
B,t-shirt,often features printed graphics or text,often features printed graphics or text,1,20,0.05
B,t-shirt,often has a round neck,often has a round neck,2,20,0.1
B,t-shirt,often has a round neckline,often has a round neckline,5,20,0.25
B,t-shirt,often made of cotton,often made of cotton,7,20,0.35
B,t-shirt,often part of a sports uniform,often part of a sports uniform,1,20,0.05
B,t-shirt,often part of a uniform,often part of a uniform,1,20,0.05
B,t-shirt,often sold in bulk for promotional purposes,often sold in bulk for promotional purposes,1,20,0.05
B,t-shirt,often used for advertising or promotional purposes,often used for advertising or promotional purposes,1,20,0.05
B,t-shirt,often used for promotional or advertising purposes,often used for promotional or advertising purposes,2,20,0.1
B,t-shirt,often used for promotional purposes,often used for promotional purposes,1,20,0.05
B,t-shirt,often worn as a base layer,often worn as a base layer,3,20,0.15
B,t-shirt,popular as a promotional item,popular as a promotional item,1,20,0.05
B,t-shirt,popular for layering under jackets or sweaters,popular for layering under jackets or sweaters,1,20,0.05
B,t-shirt,popular for promotional and advertising purposes,popular for promotional and advertising purposes,1,20,0.05
B,t-shirt,popular for promotional giveaways,popular for promotional giveaways,1,20,0.05
B,t-shirt,popular for sports and exercise,popular for sports and exercise,2,20,0.1
B,t-shirt,popular for sports and leisure activities,popular for sports and leisure activities,1,20,0.05
B,t-shirt,short sleeves,short sleeves,2,20,0.1
B,t-shirt,typically has short sleeves,typically has short sleeves,7,20,0.35
B,t-shirt,typically made of cotton,typically made of cotton,7,20,0.35
B,t-shirt,typically short-sleeved,typically short-sleeved,1,20,0.05
B,t-shirt,typically unisex but available in fitted styles,typically unisex but available in fitted styles,1,20,0.05
B,t-shirt,unisex garment,unisex garment,2,20,0.1
B,t-shirt,used as a base layer in colder weather,used as a base layer in colder weather,1,20,0.05
B,t-shirt,usually has a round neckline,usually has a round neckline,2,20,0.1
B,t-shirt,usually has short sleeves,usually has short sleeves,1,20,0.05
B,t-shirt,usually made of cotton,usually made of cotton,1,20,0.05
B,t-shirt,versatile for different occasions,versatile for different occasions,1,20,0.05
B,t-shirt,versatile for layering,versatile for layering,2,20,0.1
B,t-shirt,worn as a base layer or alone,worn as a base layer or alone,1,20,0.05
B,t-shirt,worn as a top layer or under other garments,worn as a top layer or under other garments,1,20,0.05
B,t-shirt,worn for comfort and ease,worn for comfort and ease,3,20,0.15
B,t-shirt,worn for comfort and ease of movement,worn for comfort and ease of movement,8,20,0.4
B,t-shirt,worn for comfort and style,worn for comfort and style,2,20,0.1
B,tambourine,associated with street performers,associated with street performers,4,20,0.2
B,tambourine,can be decorative,can be decorative,1,20,0.05
B,tambourine,can be handheld,can be handheld,3,20,0.15
B,tambourine,can be held in one hand,can be held in one hand,1,20,0.05
B,tambourine,can be held or worn,can be held or worn,1,20,0.05
B,tambourine,can be made from wood or plastic,can be made from wood or plastic,1,20,0.05
B,tambourine,can be made of wood or plastic,can be made of wood or plastic,1,20,0.05
B,tambourine,can be played by shaking or hitting,can be played by shaking or hitting,1,20,0.05
B,tambourine,can be played by shaking or striking,can be played by shaking or striking,2,20,0.1
B,tambourine,can be played by shaking or tapping,can be played by shaking or tapping,4,20,0.2
B,tambourine,can be shaken or struck,can be shaken or struck,4,20,0.2
B,tambourine,can be struck,can be struck,1,20,0.05
B,tambourine,can be used for rhythm and percussion,can be used for rhythm and percussion,2,20,0.1
B,tambourine,can have a wooden or plastic frame,can have a wooden or plastic frame,1,20,0.05
B,tambourine,can produce rhythmic patterns,can produce rhythmic patterns,1,20,0.05
B,tambourine,circular frame,circular frame,6,20,0.3
B,tambourine,circular frame with a skin or plastic head,circular frame with a skin or plastic head,6,20,0.3
B,tambourine,circular shape,circular shape,3,20,0.15
B,tambourine,common in children's music education,common in children's music education,1,20,0.05
B,tambourine,common in folk and world music,common in folk and world music,2,20,0.1
B,tambourine,common in middle eastern and mediterranean cultures,common in Middle Eastern and Mediterranean cultures,1,20,0.05
B,tambourine,common in middle eastern music,common in Middle Eastern music,1,20,0.05
B,tambourine,common in parades and street performances,common in parades and street performances,1,20,0.05
B,tambourine,common in percussion sections,common in percussion sections,1,20,0.05
B,tambourine,common in religious and ceremonial contexts,common in religious and ceremonial contexts,1,20,0.05
